SRX ID	SRA ID	GEO ID	Genome	Track type class	Track type	Cell type class	Cell type	Title	Attributes
SRX17749119	SRA1509667	GSM6606105	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	E14 WT cells, D2, biological replicate 1 (ATAC EpiLC); Mus musculus; ATAC-seq	source_name: ES-E14TG2acell line: ES-E14TG2acell type: Embryonic stem cells (murine)tn5 transposase: TDE1 Tn5 transposase (Nextera)genotype: WTtime: D2geo_loc_name: missingcollection_date: missing
SRX17749120	SRA1509667	GSM6606106	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	E14 WT cells, D2, biological replicate 2 (ATAC EpiLC); Mus musculus; ATAC-seq	source_name: ES-E14TG2acell line: ES-E14TG2acell type: Embryonic stem cells (murine)tn5 transposase: TDE1 Tn5 transposase (Nextera)genotype: WTtime: D2geo_loc_name: missingcollection_date: missing
SRX17749121	SRA1509667	GSM6606107	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	E14 WT cells, D4, biological replicate 1 (ATAC EpiLC); Mus musculus; ATAC-seq	source_name: ES-E14TG2acell line: ES-E14TG2acell type: Embryonic stem cells (murine)tn5 transposase: TDE1 Tn5 transposase (Nextera)genotype: WTtime: D4geo_loc_name: missingcollection_date: missing
SRX17749122	SRA1509667	GSM6606108	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	E14 WT cells, D4, biological replicate 2 (ATAC EpiLC); Mus musculus; ATAC-seq	source_name: ES-E14TG2acell line: ES-E14TG2acell type: Embryonic stem cells (murine)tn5 transposase: TDE1 Tn5 transposase (Nextera)genotype: WTtime: D4geo_loc_name: missingcollection_date: missing
SRX17749123	SRA1509667	GSM6606109	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	E14 TKO cells, D0, biological replicate 1 (ATAC EpiLC); Mus musculus; ATAC-seq	source_name: ES-E14TG2acell line: ES-E14TG2acell type: Embryonic stem cells (murine)tn5 transposase: TDE1 Tn5 transposase (Nextera)genotype: TKOtime: D0geo_loc_name: missingcollection_date: missing
SRX17749124	SRA1509667	GSM6606110	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	E14 TKO cells, D0, biological replicate 2 (ATAC EpiLC); Mus musculus; ATAC-seq	source_name: ES-E14TG2acell line: ES-E14TG2acell type: Embryonic stem cells (murine)tn5 transposase: TDE1 Tn5 transposase (Nextera)genotype: TKOtime: D0geo_loc_name: missingcollection_date: missing
SRX17749125	SRA1509667	GSM6606111	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	E14 TKO cells, D2, biological replicate 1 (ATAC EpiLC); Mus musculus; ATAC-seq	source_name: ES-E14TG2acell line: ES-E14TG2acell type: Embryonic stem cells (murine)tn5 transposase: TDE1 Tn5 transposase (Nextera)genotype: TKOtime: D2geo_loc_name: missingcollection_date: missing
SRX17749126	SRA1509667	GSM6606112	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	E14 TKO cells, D2, biological replicate 2 (ATAC EpiLC); Mus musculus; ATAC-seq	source_name: ES-E14TG2acell line: ES-E14TG2acell type: Embryonic stem cells (murine)tn5 transposase: TDE1 Tn5 transposase (Nextera)genotype: TKOtime: D2geo_loc_name: missingcollection_date: missing
SRX17749127	SRA1509667	GSM6606113	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	E14 TKO cells, D4, biological replicate 1 (ATAC EpiLC); Mus musculus; ATAC-seq	source_name: ES-E14TG2acell line: ES-E14TG2acell type: Embryonic stem cells (murine)tn5 transposase: TDE1 Tn5 transposase (Nextera)genotype: TKOtime: D4geo_loc_name: missingcollection_date: missing
SRX17749128	SRA1509667	GSM6606114	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	E14 TKO cells, D4, biological replicate 2 (ATAC EpiLC); Mus musculus; ATAC-seq	source_name: ES-E14TG2acell line: ES-E14TG2acell type: Embryonic stem cells (murine)tn5 transposase: TDE1 Tn5 transposase (Nextera)genotype: TKOtime: D4geo_loc_name: missingcollection_date: missing
SRX8364436	SRA1077139	GSM4559905	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	ESC rep1 [ATAC-seq]; Mus musculus; ATAC-seq	source_name: Embryonic Stem Cells (ESCs)cell line: E14TG2genotype/variation: Controltreatment: ESC to EpiLC transitiontime point: d0
SRX8364437	SRA1077139	GSM4559906	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	ESC rep2 [ATAC-seq]; Mus musculus; ATAC-seq	source_name: Embryonic Stem Cells (ESCs)cell line: E14TG2genotype/variation: Controltreatment: ESC to EpiLC transitiontime point: d0
SRX8364438	SRA1077139	GSM4559907	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	d2-Control rep1 [ATAC-seq]; Mus musculus; ATAC-seq	source_name: Embryonic Stem Cells (ESCs)cell line: E14TG2genotype/variation: Controltreatment: ESC to EpiLC transitiontime point: d2
SRX8364439	SRA1077139	GSM4559908	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	d2-Control rep2 [ATAC-seq]; Mus musculus; ATAC-seq	source_name: Embryonic Stem Cells (ESCs)cell line: E14TG2genotype/variation: Controltreatment: ESC to EpiLC transitiontime point: d2
SRX8364440	SRA1077139	GSM4559909	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	d2-Atg7 KO rep1 [ATAC-seq]; Mus musculus; ATAC-seq	source_name: Embryonic Stem Cells (ESCs)cell line: E14TG2genotype/variation: Atg7 KOtreatment: ESC to EpiLC transitiontime point: d2
SRX8364441	SRA1077139	GSM4559910	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	d2-Atg7 KO rep2 [ATAC-seq]; Mus musculus; ATAC-seq	source_name: Embryonic Stem Cells (ESCs)cell line: E14TG2genotype/variation: Atg7 KOtreatment: ESC to EpiLC transitiontime point: d2
SRX8364442	SRA1077139	GSM4559911	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	d4-Control rep1 [ATAC-seq]; Mus musculus; ATAC-seq	source_name: Embryonic Stem Cells (ESCs)cell line: E14TG2genotype/variation: Controltreatment: ESC to EpiLC transitiontime point: d4
SRX8364443	SRA1077139	GSM4559912	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	d4-Control rep2 [ATAC-seq]; Mus musculus; ATAC-seq	source_name: Embryonic Stem Cells (ESCs)cell line: E14TG2genotype/variation: Controltreatment: ESC to EpiLC transitiontime point: d4
SRX8364444	SRA1077139	GSM4559913	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	d4-Atg7 KO rep1 [ATAC-seq]; Mus musculus; ATAC-seq	source_name: Embryonic Stem Cells (ESCs)cell line: E14TG2genotype/variation: Atg7 KOtreatment: ESC to EpiLC transitiontime point: d4
SRX8364445	SRA1077139	GSM4559914	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	d4-Atg7 KO rep2 [ATAC-seq]; Mus musculus; ATAC-seq	source_name: Embryonic Stem Cells (ESCs)cell line: E14TG2genotype/variation: Atg7 KOtreatment: ESC to EpiLC transitiontime point: d4
SRX10157477	SRA856495	GSM5102827	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATACseq-EpiSC-JunKO16-rp1; Mus musculus; ATAC-seq	source_name: EpiSCcell type: EpiSC
SRX10157478	SRA856495	GSM5102828	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATACseq-EpiSC-JunKO16-rp2; Mus musculus; ATAC-seq	source_name: EpiSCcell type: EpiSC
SRX10157479	SRA856495	GSM5102829	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATACseq-EpiSC-JunKO17-rp1; Mus musculus; ATAC-seq	source_name: EpiSCcell type: EpiSC
SRX10157480	SRA856495	GSM5102830	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATACseq-EpiSC-JunKO17-rp2; Mus musculus; ATAC-seq	source_name: EpiSCcell type: EpiSC
SRX10157491	SRA856495	GSM5102841	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATACseq-iEpiSC-JunKO-rp1; Mus musculus; ATAC-seq	source_name: induced EpiSCcell type: induced EpiSC
SRX10157492	SRA856495	GSM5102842	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATACseq-iEpiSC-JunKO-rp2; Mus musculus; ATAC-seq	source_name: induced EpiSCcell type: induced EpiSC
SRX10157493	SRA856495	GSM5102843	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATACseq-iEpiSC-rp1; Mus musculus; ATAC-seq	source_name: induced EpiSCcell type: induced EpiSC
SRX10157494	SRA856495	GSM5102844	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATACseq-iEpiSC-rp2; Mus musculus; ATAC-seq	source_name: induced EpiSCcell type: induced EpiSC
SRX2993567	SRA585305	GSM2698930	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	EpiSC Technical Replicate 1 ATAC [ATAC-Seq]; Mus musculus; ATAC-seq	source_name: EpiSC line from P. Tesarcell type: EpiSC line from P. Tesarpassage number: p32library type: Nextera ATAC-seq
SRX2993568	SRA585305	GSM2698931	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	EpiSC Technical Replicate 2 ATAC [ATAC-Seq]; Mus musculus; ATAC-seq	source_name: EpiSC line from P. Tesarcell type: EpiSC line from P. Tesarpassage number: p32library type: Nextera ATAC-seq
SRX5874196	SRA888953	GSM3785732	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	AF.1; Mus musculus; ATAC-seq	source_name: EpiSC(AF) p22culture condition: EpiSC cultured in AFcell types: EpiSCpassage: p22
SRX5874197	SRA888953	GSM3785733	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	AF.2; Mus musculus; ATAC-seq	source_name: EpiSC(AF) p22culture condition: EpiSC cultured in AFcell types: EpiSCpassage: p22
SRX5874198	SRA888953	GSM3785734	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	AF.3; Mus musculus; ATAC-seq	source_name: EpiSC(AF) p22culture condition: EpiSC cultured in AFcell types: EpiSCpassage: p22
SRX5874199	SRA888953	GSM3785735	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	AFX.1; Mus musculus; ATAC-seq	source_name: EpiSC (AFX)1 p14culture condition: EpiSCs cultured in AFXcell types: EpiSCpassage: p14
SRX5874200	SRA888953	GSM3785736	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	AFX.2; Mus musculus; ATAC-seq	source_name: EpiSC (AFX)1 p14culture condition: EpiSCs cultured in AFXcell types: EpiSCpassage: p14
SRX5874201	SRA888953	GSM3785737	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	AFX.3; Mus musculus; ATAC-seq	source_name: EpiSC (AFX)1 p14culture condition: EpiSCs cultured in AFXcell types: EpiSCpassage: p14
SRX5874202	SRA888953	GSM3785738	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	E33.1; Mus musculus; ATAC-seq	source_name: EpiSC (AFX)2 p16culture condition: EpiSCs cultured in AFXcell types: EpiSCpassage: p16
SRX5874203	SRA888953	GSM3785739	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	E33.2; Mus musculus; ATAC-seq	source_name: EpiSC (AFX)2 p16culture condition: EpiSCs cultured in AFXcell types: EpiSCpassage: p16
SRX5874204	SRA888953	GSM3785740	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	E33.3; Mus musculus; ATAC-seq	source_name: EpiSC (AFX)2 p16culture condition: EpiSCs cultured in AFXcell types: EpiSCpassage: p16
SRX6945010	SRA888953	GSM4106406	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	WT.AFX.1; Mus musculus; ATAC-seq	source_name: Rd2AFXculture condition: EpiSCs cultured in AFXcell types: EpiSCpassage: p16
SRX6945011	SRA888953	GSM4106407	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	WT.AFX.2; Mus musculus; ATAC-seq	source_name: Rd2AFXculture condition: EpiSCs cultured in AFXcell types: EpiSCpassage: p16
SRX13262541	SRA1336760	GSM5708844	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSCs derived endoodermal cells	ATAC-Seq B6 Definitive Endoderm BioRep 2; Mus musculus; ATAC-seq	source_name: Mouse definitive endoderm cells in vitrostrain: C57BL/6passage: p5-p10treatment: none
SRX13262542	SRA1336760	GSM5708845	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSCs derived endoodermal cells	ATAC-Seq B6 Definitive Endoderm BioRep 4; Mus musculus; ATAC-seq	source_name: Mouse definitive endoderm cells in vitrostrain: C57BL/6passage: p5-p10treatment: none
SRX13262543	SRA1336760	GSM5708846	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSCs derived endoodermal cells	ATAC-Seq B6 Definitive Endoderm BioRep 44; Mus musculus; ATAC-seq	source_name: Mouse definitive endoderm cells in vitrostrain: C57BL/6passage: p5-p10treatment: none
SRX13262544	SRA1336760	GSM5708847	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSCs derived endoodermal cells	ATAC-Seq B6 Definitive Endoderm BioRep 51; Mus musculus; ATAC-seq	source_name: Mouse definitive endoderm cells in vitrostrain: C57BL/6passage: p5-p10treatment: none
SRX23448216	SRA1794347	GSM8042165	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSCs derived endoodermal cells	OTX2-dTAG DE ATAC DMSO Rep1; Mus musculus; ATAC-seq	source_name: 7H OTX2-dTAG-EGFPcell line: 7H OTX2-dTAG-EGFPcell type: Definitive Endodermstrain: BL6/129 hybridtreatment: DMSOgeo_loc_name: missingcollection_date: missing
SRX23448217	SRA1794347	GSM8042166	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSCs derived endoodermal cells	OTX2-dTAG DE ATAC DMSO Rep2; Mus musculus; ATAC-seq	source_name: 7H OTX2-dTAG-EGFPcell line: 7H OTX2-dTAG-EGFPcell type: Definitive Endodermstrain: BL6/129 hybridtreatment: DMSOgeo_loc_name: missingcollection_date: missing
SRX23448218	SRA1794347	GSM8042167	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSCs derived endoodermal cells	OTX2-dTAG DE ATAC DMSO Rep3; Mus musculus; ATAC-seq	source_name: 7H OTX2-dTAG-EGFPcell line: 7H OTX2-dTAG-EGFPcell type: Definitive Endodermstrain: BL6/129 hybridtreatment: DMSOgeo_loc_name: missingcollection_date: missing
SRX23448219	SRA1794347	GSM8042168	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSCs derived endoodermal cells	OTX2-dTAG DE ATAC dTAG Rep1; Mus musculus; ATAC-seq	source_name: 7H OTX2-dTAG-EGFPcell line: 7H OTX2-dTAG-EGFPcell type: Definitive Endodermstrain: BL6/129 hybridtreatment: dTAG13geo_loc_name: missingcollection_date: missing
SRX23448220	SRA1794347	GSM8042169	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSCs derived endoodermal cells	OTX2-dTAG DE ATAC dTAG Rep2; Mus musculus; ATAC-seq	source_name: 7H OTX2-dTAG-EGFPcell line: 7H OTX2-dTAG-EGFPcell type: Definitive Endodermstrain: BL6/129 hybridtreatment: dTAG13geo_loc_name: missingcollection_date: missing
SRX23448221	SRA1794347	GSM8042170	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSCs derived endoodermal cells	OTX2-dTAG DE ATAC dTAG Rep3; Mus musculus; ATAC-seq	source_name: 7H OTX2-dTAG-EGFPcell line: 7H OTX2-dTAG-EGFPcell type: Definitive Endodermstrain: BL6/129 hybridtreatment: dTAG13geo_loc_name: missingcollection_date: missing
SRX5485278	SRA856495	GSM3656508	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	iPS cells	JunKO-kiEpiSC-JNKi-D3-rp1; Mus musculus; ATAC-seq	source_name: reprogramming cellscell type: reprogramming cellsday of reprogramming: D3
SRX5485279	SRA856495	GSM3656509	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	iPS cells	JunKO-kiEpiSC-JNKi-D3-rp2; Mus musculus; ATAC-seq	source_name: reprogramming cellscell type: reprogramming cellsday of reprogramming: D3
SRX5485280	SRA856495	GSM3656510	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	iPS cells	JunKO-kiEpiSC-iCD1-D3-rp1; Mus musculus; ATAC-seq	source_name: reprogramming cellscell type: reprogramming cellsday of reprogramming: D3
SRX5485281	SRA856495	GSM3656511	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	iPS cells	JunKO-kiEpiSC-iCD1-D3-rp2; Mus musculus; ATAC-seq	source_name: reprogramming cellscell type: reprogramming cellsday of reprogramming: D3
SRX5485282	SRA856495	GSM3656512	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	iPS cells	kEpiSC-rp1; Mus musculus; ATAC-seq	source_name: reprogramming cellscell type: reprogramming cells
SRX5485283	SRA856495	GSM3656513	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	iPS cells	kEpiSC-rp2; Mus musculus; ATAC-seq	source_name: reprogramming cellscell type: reprogramming cells
SRX5485298	SRA856495	GSM3656528	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	iPS cells	wtkiEpiSC-JNKi-D3-rp1; Mus musculus; ATAC-seq	source_name: reprogramming cellscell type: reprogramming cellsday of reprogramming: D3
SRX5485299	SRA856495	GSM3656529	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	iPS cells	wtkiEpiSC-JNKi-D3-rp2; Mus musculus; ATAC-seq	source_name: reprogramming cellscell type: reprogramming cellsday of reprogramming: D3
SRX5485300	SRA856495	GSM3656530	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	iPS cells	wtkiEpiSC-iCD1-D3-rp1; Mus musculus; ATAC-seq	source_name: reprogramming cellscell type: reprogramming cellsday of reprogramming: D3
SRX5485301	SRA856495	GSM3656531	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	iPS cells	wtkiEpiSC-iCD1-D3-rp2; Mus musculus; ATAC-seq	source_name: reprogramming cellscell type: reprogramming cellsday of reprogramming: D3
SRX17491597	SRA1495015	GSM6564308	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	Formative ESC WT ATAC rep1; Mus musculus; ATAC-seq	source_name: R1cell line: R1cell type: Formative_ESCgenotype: WTtreatment: LIF2i withdrawal, 63hrs
SRX17491598	SRA1495015	GSM6564309	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	Formative ESC WT ATAC rep2; Mus musculus; ATAC-seq	source_name: R1cell line: R1cell type: Formative_ESCgenotype: WTtreatment: LIF2i withdrawal, 63hrs
SRX5874190	SRA888953	GSM3785726	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	Formative stem cells	5ar2.1; Mus musculus; ATAC-seq	source_name: FS1 p21culture condition: FS cells were cultured in A3XRcell types: mouse Formative Stem cellspassage: p21
SRX5874191	SRA888953	GSM3785727	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	Formative stem cells	5ar2.2; Mus musculus; ATAC-seq	source_name: FS1 p21culture condition: FS cells were cultured in A3XRcell types: mouse Formative Stem cellspassage: p21
SRX5874192	SRA888953	GSM3785728	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	Formative stem cells	5ar2.3; Mus musculus; ATAC-seq	source_name: FS1 p21culture condition: FS cells were cultured in A3XRcell types: mouse Formative Stem cellspassage: p21
SRX5874193	SRA888953	GSM3785729	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	Formative stem cells	A3XR.1; Mus musculus; ATAC-seq	source_name: FS2 p29culture condition: FS cells were cultured in A3XRcell types: mouse Formative Stem cellspassage: p29
SRX5874194	SRA888953	GSM3785730	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	Formative stem cells	A3XR.2; Mus musculus; ATAC-seq	source_name: FS2 p29culture condition: FS cells were cultured in A3XRcell types: mouse Formative Stem cellspassage: p29
SRX5874195	SRA888953	GSM3785731	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	Formative stem cells	A3XR.3; Mus musculus; ATAC-seq	source_name: FS2 p29culture condition: FS cells were cultured in A3XRcell types: mouse Formative Stem cellspassage: p29
SRX19050846	SRA1575420	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	FTW 1	strain: FTW_1isolate: not applicablebreed: not applicablecultivar: not applicableecotype: not applicableage: not applicabledev_stage: Embryonicsex: maletissue: blastocystcell_line: FTWcell_type: Pluripotent stem cell
SRX19050847	SRA1575420	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	FTW 2	strain: FTW_2isolate: not applicablebreed: not applicablecultivar: not applicableecotype: not applicableage: not applicabledev_stage: Embryonicsex: maletissue: blastocystcell_line: FTWcell_type: Pluripotent stem cell
SRX12276180	SRA1297477	GSM5590160	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	ATAC-seq Wild-type Flk1 bioRep1 techRep1; Mus musculus; ATAC-seq	source_name: E14-TG2acell type: Embryonic stem cellspassages: 18-40strain: 129/Olacell sex: Mcell line: E14-TG2agenotype: Wild typedifferentiation: Mesoderm (day 4)
SRX12276181	SRA1297477	GSM5590161	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	ATAC-seq Wild-type Flk1 bioRep1 techRep2; Mus musculus; ATAC-seq	source_name: E14-TG2acell type: Embryonic stem cellspassages: 18-40strain: 129/Olacell sex: Mcell line: E14-TG2agenotype: Wild typedifferentiation: Mesoderm (day 4)
SRX12276182	SRA1297477	GSM5590162	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	ATAC-seq Wild-type Flk1 bioRep2 techRep1; Mus musculus; ATAC-seq	source_name: E14-TG2acell type: Embryonic stem cellspassages: 18-40strain: 129/Olacell sex: Mcell line: E14-TG2agenotype: Wild typedifferentiation: Mesoderm (day 4)
SRX12276183	SRA1297477	GSM5590163	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	ATAC-seq Wild-type Flk1 bioRep2 techRep2; Mus musculus; ATAC-seq	source_name: E14-TG2acell type: Embryonic stem cellspassages: 18-40strain: 129/Olacell sex: Mcell line: E14-TG2agenotype: Wild typedifferentiation: Mesoderm (day 4)
SRX20687494	SRA1657126	GSM7493448	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	ATAC MP; Mus musculus; ATAC-seq	source_name: FACS sorted T+/Noto-/Foxa2- from caudal ends of TS12/TS13 embryos obtained from tatraploid complementation of embryonic stem cellstissue: FACS sorted T+/Noto-/Foxa2- from caudal ends of TS12/TS13 embryos obtained from tatraploid complementation of embryonic stem cellscell line: genetically modified F1G4 (C57BL/6N x SV129) mES cellscell type: mesodermal progenitorsgenotype: T::H2B-Venus (BAC), Noto::H2B-mCherry (BAC), Foxa2::H2B-mTurquoise (BAC)treatment: In order to obtain single cell suspensions from embryo tissue for FACS sorting, 10ul of 5% BSA in PBS was added to the pooled samples and 100ul of ice-cold 0.05% trypsin was added. A homogenous suspension was achieved by slow pipetting and the reaction was stopped with the addition of 200ul of 5% BSA in PBS. Before cell sorting on a FACS Aria II (Becton Dickinson), the cell suspension was filtered through a 35µm mesh. Cells were sorted into FACS-tubes containing 5% BSA in PBS, which had previously been rotating for several hours to pre-coat the tube walls with BSA. Sorted cells were centrifuged at 1000rpm and 4°C for 10 minutes, transferred to Eppendorf tubes containing PBS with 0.05% Triton X-100 and centrifuged at 1000rpm and 4°C for 10 minutes. The supernatant was removed and cells were directly processed for ATAC-Seq.geo_loc_name: missingcollection_date: missing
SRX7106605	SRA992182	GSM4151323	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	mESC derived hematovascular cells	ATAC WT rep 1; Mus musculus; ATAC-seq	source_name: Day 4 Flk-1hi/PdgfRa- EB cellsstrain: CCEtissue: hematovascular mesodermgenotype: wildtype
SRX7106606	SRA992182	GSM4151324	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	mESC derived hematovascular cells	ATAC WT rep 2; Mus musculus; ATAC-seq	source_name: Day 4 Flk-1hi/PdgfRa- EB cellsstrain: CCEtissue: hematovascular mesodermgenotype: wildtype
SRX7106607	SRA992182	GSM4151325	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	mESC derived hematovascular cells	ATAC WT rep 3; Mus musculus; ATAC-seq	source_name: Day 4 Flk-1hi/PdgfRa- EB cellsstrain: CCEtissue: hematovascular mesodermgenotype: wildtype
SRX7106608	SRA992182	GSM4151326	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	mESC derived hematovascular cells	ATAC Eomes null rep 1; Mus musculus; ATAC-seq	source_name: Day 4 Flk-1hi/PdgfRa- EB cellsstrain: CCEtissue: hematovascular mesodermgenotype: Eomes-null
SRX7106609	SRA992182	GSM4151327	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	mESC derived hematovascular cells	ATAC Eomes null rep 2; Mus musculus; ATAC-seq	source_name: Day 4 Flk-1hi/PdgfRa- EB cellsstrain: CCEtissue: hematovascular mesodermgenotype: Eomes-null
SRX7106610	SRA992182	GSM4151328	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	mESC derived hematovascular cells	ATAC Eomes null rep 3; Mus musculus; ATAC-seq	source_name: Day 4 Flk-1hi/PdgfRa- EB cellsstrain: CCEtissue: hematovascular mesodermgenotype: Eomes-null
SRX14498761	SRA1422394	GSM5955932	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	mESC derived mesodermal cells	aPSM- scATACseq rep1; Mus musculus; ATAC-seq	source_name: aPSMsample type: Differentiated ESC
SRX9040474	SRA1119174	GSM4758332	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	mESC derived neuromesodermal cells	ATAC-seq of NMP differentiation - D3 WT rep1; Mus musculus; ATAC-seq	source_name: ES-derived neuromesodermal progenitorstrain: C57BL/6cell line: ES-Bruce4treatment: untreateddifferentiation day: D3
SRX9040475	SRA1119174	GSM4758333	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	mESC derived neuromesodermal cells	ATAC-seq of NMP differentiation - D6 WT rep1; Mus musculus; ATAC-seq	source_name: ES-derived neuromesodermal progenitorstrain: C57BL/6cell line: ES-Bruce4treatment: untreateddifferentiation day: D6
